?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHMO_0001651>	"The formation of a gel from a solution by heating."	
<http://purl.obolibrary.org/obo/CHMO_0002614>	"Microscopy where the specimen is bombarded with a finely focused (<10 nm diameter) electron beam with an acceleration voltage 50–150 kV under vacuum. The interaction of the electrons with the specimen produces transmitted, secondary, backscattered and diffracted electrons and characteristic X-rays which are detected. A diffracted beam harmonic  (a 'weak beam') is used rather than the diffracted beam itself, allowing μch higher resolution to be obtained."	
<http://purl.obolibrary.org/obo/CHMO_0001570>	"The process of removing a thin layer of a sample surface by bombarding it with high-energy or highly charged heavy ions. When the multiply charged ions recombine on the sample surface their potential energy is liberated, accelerating the process."	
<http://purl.obolibrary.org/obo/CHMO_0000453>	"Spectroscopy where the sample is illuminated with a laser and molecules in the sample dissociate following the absorption of two or more high-energy photons."	
<http://purl.obolibrary.org/obo/CHMO_0001130>	"An ion source that produces ions by continuous sputtering of the sample by a glow discharge plasma, which is produced by passing a current of several hundred volts through a low pressiure gas, usually argon."	
<http://purl.obolibrary.org/obo/CHMO_0000068>	"Microscopy where the specimen is bombarded with a finely focused (<10 nm diameter) electron beam with an acceleration voltage 50-150 kV under vacuum. The interaction of the electrons with the specimen produces transmitted, secondary, backscattered and diffracted electrons and characteristic X-rays which are detected."	
<http://purl.obolibrary.org/obo/CHMO_0001175>	"Spectroscopy where the energy states of 27Al nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/CHMO_0000570>	"Mass spectrometry where the sample is ionised by introducing it into a tube containing fast flowing He gas and H3O+ ions."	
<http://purl.obolibrary.org/obo/CHMO_0000742>	"Mass spectrometry where the sample is ionised in a plasma (a partially ionised gas–-such as Ar–-containing free electrons) which has been generated by passing an alternating-voltage electrical discharge between a Cu sheet electrode and a discharge electrode separated by a glass slide. The glass slide acts as dielectric barrier and sample molecules on the surface of the glass slide are desorbed and ionised by the plasma."	
<http://purl.obolibrary.org/obo/CHMO_0000439>	"A type of laser spectroscopy where the sample is in the form of a high-speed accelerated beam of atoms which is superimposed on a resonant laser beam (a laser beam with a wavelength that corresponds to an atomic transition in the sample) and light absorption is measured."	
<http://purl.obolibrary.org/obo/CHMO_0001030>	"An electrophoresis method where the separation medium contains a reticulated system, for example an entangled polymer network, that further separates the analytes according to their size and shape."	
<http://purl.obolibrary.org/obo/CHMO_0002881>		
<http://purl.obolibrary.org/obo/CHMO_0000048>		
<http://purl.obolibrary.org/obo/CHMO_0002896>	"A device that uses electrical and magnetic fields to generate heat."	
<http://purl.obolibrary.org/obo/OBI_0003097>	"A mass spectrometry assay where a sample mixture is first separated by liquid chromatography before being converted into ions which are characterized by using mass spectrometry based on their mass-to-charge ratio and relative abundance."@en	
<http://purl.obolibrary.org/obo/CHMO_0002240>	"A method for the synthesis of carbon nanotubes where a direct-current arc voltage is applied across two graphite electrodes immersed in an inert gas such as He. When pure graphite rods are used, fullerenes are deposited as soot inside the chamber, and multi-walled carbon nanotubes are deposited on the cathode. When a graphite anode containing a metal catalyst (Fe or Co) is used with a pure graphite cathode single-walled carbon nanotubes are generated in the form of soot."	
<http://purl.obolibrary.org/obo/CHMO_0000015>	"An electrochemical technique where the total Coulombs of electricity required to complete (fully oxidise or fully reduce the sample in) an electrochemical reaction is measured whilst the potential of the working electrode is held at a constant value."	
<http://purl.obolibrary.org/obo/CHMO_0002241>	"A method for the synthesis of carbon nanotubes where a direct-current arc voltage is applied across two graphite electrodes immersed in H2 gas. When pure graphite rods are used, fullerenes are deposited as soot inside the chamber, and multi-walled carbon nanotubes are deposited on the cathode. When a graphite anode containing a metal catalyst (Fe or Co) is used with a pure graphite cathode single-walled carbon nanotubes are generated in the form of soot."	
<http://purl.obolibrary.org/obo/CHMO_0002237>	"A piece of apparatus which is used to produce an enlarged image of an electron- transparent specimen using a finely focused (<10 nm diameter) electron beam with an acceleration voltage of 50-150 kV under vacuum. X-rays emerging from the sample (as a result of electron bombardment) pass through a slit, then a grating disperses them by diffraction according to their wavelength. Finally, X-ray energy (which is characteristic of atomic number) is converted to voltage pulses or 'counts' by a detector."	
<http://purl.obolibrary.org/obo/CHMO_0000264>	"A type of atomic emission spectrometry where a plasma generated by a potential difference between two electrodes, one of which is grounded and one of which is live."	
<http://purl.obolibrary.org/obo/CHMO_0002408>	"The process of determining the quantity of a sample by adding measured increments of a titrant until the end-point, at which essentially all of the sample has reacted, is reached. The titration is followed by measuring the absorbance of radiation in the range ultraviolet to near-infrared (0.1–2.5 μm) by the sample."	
<http://purl.obolibrary.org/obo/CHMO_0002033>	"Spectroscopy where the intensity of a gamma-rays beam transmitted through a solid sample containing 125Te nuclei is detected."	"FIX:0000735"
<http://purl.obolibrary.org/obo/CHMO_0002428>	"An electrode based on a ferrocene or cobaltocene redox couple internal standard through which no appreciable current is allowed to flow and is used to observe or control the potential at a working electrode."	
<http://purl.obolibrary.org/obo/CHMO_0000177>	"A method for determining structure where a grating created by the interference of two laser beams is written into a sample which contains a small amount of dye. The intensity grating is converted into a temperature grating which, in turn, causes a concentration grating by thermal diffusion. A further laser beam is Rayleigh scattered by the grating and the change in direction or energy of the light and the temporal evolution of the scattered beam are measured."	
<http://purl.obolibrary.org/obo/CHMO_0000834>	"A three-dimensional spectrum generated by scanning the emission spectrum at incremental steps of excitation wavelength."	
<http://purl.obolibrary.org/obo/CHMO_0000539>	"Plasma mass spectrometry where the sample is vaporised by depositing it on a probe which is rapidly heated (to >1000 deg C) by passing a current through it."	
<http://purl.obolibrary.org/obo/CHMO_0000911>	"A two-dimensional NMR experiment which exploits the differential dipolar couplings which 15N nuclei exhibit to their neighboring protons within local magnetic fields. The experiment consist of two time intervals: during the first time period the dipolar couplings are encoded in the NMR signal, while in the detection period the signals of different nuclei are separated on the basis of their differences in chemical shift."	
